# HALYARD example ingest dataset (platform motion)
# PROVENANCE: synthetic stand-in generated by HALYARD's reduced-order engine,
# exported in the ingest format. NOT a high-fidelity OpenFAST/OrcaFlex run.
# Replace with a genuine export (columns: time[s], surge[m], pitch[deg]).
time,surge,pitch
0.0,15.874136477917627,4.472306291726346
0.05,15.874139967706338,4.472277514650206
0.1,15.874150833865158,4.472192196842856
0.15000000000000002,15.874169687729871,4.472052043059221
0.2,15.874197152895228,4.471859005249123
0.25,15.874233852789269,4.471615282324719
0.30000000000000004,15.87428039779214,4.47132331822694
0.35000000000000003,15.874337371932736,4.470985797661406
0.4,15.874405319352366,4.470605639641188
0.45,15.874484730709169,4.470185988916522
0.5,15.87457602968442,4.469730205336969
0.55,15.874679559749206,4.469241851214291
0.6000000000000001,15.87479557134559,4.468724676776497
0.65,15.874924209630422,4.468182603824921
0.7000000000000001,15.875065502922443,4.467619707726425
0.75,15.875219351984477,4.467040197891752
0.8,15.875385520262409,4.4664483969083815
0.8500000000000001,15.875563625191509,4.465848718511714
0.9,15.875753130668599,4.46524564459193
0.9500000000000001,15.87595334077578,4.464643701445137
1.0,15.876163394828092,4.464047435486409
1.05,15.876382263803738,4.463461388648818
1.1,15.876608748201535,4.462890073696535
1.1500000000000001,15.876841477356267,4.462337949681416
1.2000000000000002,15.877078910228633,4.461809397771295
1.25,15.877319337672871,4.461308697674277
1.3,15.8775608861718,4.460840004876938
1.35,15.87780152301622,4.460407328905361
1.4000000000000001,15.878039062893498,4.460014512806655
1.4500000000000002,15.878271175838634,4.459665214034988
1.5,15.878495396463201,4.45936288677743
1.55,15.878709134419056,4.459110765987423
1.6,15.87890968610036,4.458911853644169
1.6500000000000001,15.879094247388661,4.458768906806211
1.7000000000000002,15.87925992723457,4.458684426984534
1.75,15.879403762186115,4.458660651907884
1.8,15.87952273199029,4.458699550832454
1.85,15.87961377571142,4.458802821218532
1.9000000000000001,15.879673808397333,4.458971887447198
1.9500000000000002,15.879699738211093,4.459207901684592
2.0,15.879688483916803,4.45951174684152
2.0500000000000003,15.879636992607828,4.459884041553732
2.1,15.879542257566136,4.460325147086861
2.15,15.879401336142779,4.460835176049974
