# HALYARD bundled low-inertia frequency trace (SYNTHESIZED, clearly labelled).
# Representative of a low-inertia 50 Hz system: ambient wander + a loss-of-infeed event
# at t=200 s. Replace with measured GB ESO / ENTSO-E / Nordic open data if available.
# columns: time[s], frequency[Hz]
time,frequency
0.0,50.0
0.1,50.000007380920145
0.2,50.001799817240595
0.30000000000000004,50.000145991022215
0.4,49.994801710034565
0.5,49.992099676773364
0.6000000000000001,49.98618929905952
0.7000000000000001,49.986619214179804
0.8,49.99472740958223
0.9,49.99180053342301
1.0,49.98811868135698
1.1,49.991117140251305
1.2000000000000002,49.99330287659901
1.3,49.99396884771
1.4000000000000001,49.9884161952032
1.5,49.98829860329241
1.6,49.99252892944269
1.7000000000000002,49.984500997511766
1.8,49.98183279795797
1.9000000000000001,49.97051629752937
2.0,49.962926489603014
2.1,49.95206144692825
2.2,49.950890592907164
2.3000000000000003,49.943531461053965
2.4000000000000004,49.945441389901625
2.5,49.94665468947186
2.6,49.94579983035672
2.7,49.930970272940016
2.8000000000000003,49.92808326420023
2.9000000000000004,49.92815184220683
3.0,49.929190936911816
3.1,49.92036416763422
3.2,49.917895827139844
3.3000000000000003,49.91243523353581
3.4000000000000004,49.90802003393158
3.5,49.914845325502235
3.6,49.91042589082273
3.7,49.91067863113894
3.8000000000000003,49.91643157718755
3.9000000000000004,49.913347816705155
4.0,49.91311086592412
4.1000000000000005,49.914208096454
4.2,49.915019746617254
4.3,49.90809431292566
4.4,49.9090106827433
4.5,49.91761856986003
4.6000000000000005,49.90874760894196
4.7,49.91436016702538
4.800000000000001,49.91550449034443
4.9,49.91207814552807
5.0,49.92452025407848
5.1000000000000005,49.929471211080596
5.2,49.92262812161256
5.300000000000001,49.92346207837713
5.4,49.92730490548726
5.5,49.92653568820772
5.6000000000000005,49.931000471369856
5.7,49.93094636509211
5.800000000000001,49.93529511863166
5.9,49.944249778588436
6.0,49.94047455618946
6.1000000000000005,49.94199101507085
6.2,49.939501214536264
6.300000000000001,49.94056731893094
6.4,49.93374131516918
6.5,49.93059679901432
6.6000000000000005,49.929766639182425
6.7,49.93551038921911
6.800000000000001,49.94270416931774
6.9,49.93504948171625
7.0,49.93060638011174
7.1000000000000005,49.934834768746626
7.2,49.92320607619784
7.300000000000001,49.92081102662714
7.4,49.920623249939986
7.5,49.928562223554
7.6000000000000005,49.93305583583966
7.7,49.93142727613913
7.800000000000001,49.92955868439383
7.9,49.92840971856876
8.0,49.93790884637865
8.1,49.93565115249132
8.200000000000001,49.93415081439868
8.3,49.93659559473039
8.4,49.936187994086225
8.5,49.935323348748
8.6,49.92896232914535
8.700000000000001,49.92924838869139
8.8,49.92694065941009
8.9,49.934302722770184
9.0,49.93854974017253
9.1,49.938712129793615
9.200000000000001,49.94302885528425
9.3,49.94127449369755
9.4,49.947880879379625
9.5,49.948109077618696
9.600000000000001,49.951868826355685
9.700000000000001,49.94436412275196
9.8,49.946722382431474
9.9,49.93685954581512
10.0,49.924963274416406
10.100000000000001,49.923511596778056
10.200000000000001,49.91849447314857
10.3,49.9198863175571
10.4,49.933755425728236
10.5,49.92909630951112
10.600000000000001,49.9257071664449
10.700000000000001,49.92731105428906
10.8,49.930632578766094
10.9,49.929920979476826
11.0,49.92903579259792
11.100000000000001,49.93360539136566
11.200000000000001,49.937056810231034
11.3,49.93116947118744
11.4,49.931038535919804
11.5,49.93159506433217
11.600000000000001,49.925610181278216
11.700000000000001,49.92754116497587
11.8,49.92275572028794
11.9,49.928974341933994
12.0,49.93048594569996
12.100000000000001,49.93136935488607
12.200000000000001,49.928166337994504
12.3,49.927813847361264
12.4,49.91618830036702
12.5,49.90981891404204
12.600000000000001,49.91244685826697
12.700000000000001,49.900113221724695
12.8,49.90569230674496
12.9,49.89568726635899
13.0,49.90074926104318
13.100000000000001,49.89617253254069
13.200000000000001,49.90136561638404
13.3,49.902644495547634
13.4,49.89391026342815
13.5,49.901935604608354
13.600000000000001,49.91107616951845
13.700000000000001,49.91112595923486
13.8,49.90992683180565
13.9,49.909417995850795
14.0,49.90401999193487
14.100000000000001,49.911091412533736
14.200000000000001,49.90827860388069
14.3,49.90843006838513
14.4,49.904128139623985
14.5,49.90085106032755
14.600000000000001,49.893680454116
14.700000000000001,49.901754467727706
14.8,49.90132116994983
14.9,49.90761009381246
15.0,49.90815199092488
15.100000000000001,49.90444480980403
15.200000000000001,49.902962474195
15.3,49.900086275521005
15.4,49.90063359873851
15.5,49.89887882970676
15.600000000000001,49.897584905262576
15.700000000000001,49.88982553263144
15.8,49.88553532940256
15.9,49.89603199804835
16.0,49.892524438760596
16.1,49.886737253841055
16.2,49.889327525567296
16.3,49.8983245211368
16.400000000000002,49.89010875271623
16.5,49.88940707786314
16.6,49.886167727150216
16.7,49.8761707716685
16.8,49.88119947806571
16.900000000000002,49.88165281716405
17.0,49.882673204143984
17.1,49.878745969288595
17.2,49.88208094442013
17.3,49.87943475560111
17.400000000000002,49.87918016257212
17.5,49.87313469700617
17.6,49.86647240695989
17.7,49.875153236056896
17.8,49.872734841649375
17.900000000000002,49.875121249579266
18.0,49.87554290072276
18.1,49.87351831500258
18.2,49.871102957605544
18.3,49.87552793836619
18.400000000000002,49.874339093047155
18.5,49.87405873569289
18.6,49.87482177135759
18.7,49.88250671242231
18.8,49.887177244708006
18.900000000000002,49.89003696009083
19.0,49.88720534693026
19.1,49.87947750787557
19.200000000000003,49.8857772999266
19.3,49.89214709623229
19.400000000000002,49.89184211035639
19.5,49.89563420285423
19.6,49.900844690163275
19.700000000000003,49.90632757342845
19.8,49.912324236400785
19.900000000000002,49.91002890931481
20.0,49.91956860266423
20.1,49.912491201301194
20.200000000000003,49.918099083756644
20.3,49.921472180812046
20.400000000000002,49.927106534589136
20.5,49.93874505175877
20.6,49.94795799934025
20.700000000000003,49.94134714790041
20.8,49.931508382679304
20.900000000000002,49.936752175120226
21.0,49.93097833974937
21.1,49.93124901571874
21.200000000000003,49.936631135502175
21.3,49.92708519571755
21.400000000000002,49.91478988701311
21.5,49.91677173170007
21.6,49.917454188379246
21.700000000000003,49.91639209900906
21.8,49.917041347096635
21.900000000000002,49.91229304671695
22.0,49.90365061503973
22.1,49.903132432859245
22.200000000000003,49.897786518548656
22.3,49.888436698021444
22.400000000000002,49.8920286009597
22.5,49.892200066184365
22.6,49.89517823707324
22.700000000000003,49.88976657623932
22.8,49.8863693906071
22.900000000000002,49.880943285490744
23.0,49.876218717860944
23.1,49.878010071778135
23.200000000000003,49.87392217372123
23.3,49.876688960585554
23.400000000000002,49.87934405133513
23.5,49.89209829699974
23.6,49.884281071239535
23.700000000000003,49.89018708015035
23.8,49.89019921697827
23.900000000000002,49.89066404251259
24.0,49.882511539368586
24.1,49.8803378187954
24.200000000000003,49.88539531328208
24.3,49.88547346648357
24.400000000000002,49.88653242537362
24.5,49.88535546316315
24.6,49.89285610432925
24.700000000000003,49.89326298840534
24.8,49.88059417942842
24.900000000000002,49.877038773228435
25.0,49.86584079971981
25.1,49.847002965228235
25.200000000000003,49.844587258303456
25.3,49.85336568111256
25.400000000000002,49.85438157214378
25.5,49.848074390038626
25.6,49.843189818879225
25.700000000000003,49.850757549166325
25.8,49.852449521160885
25.900000000000002,49.853475269004456
26.0,49.853887121926405
26.1,49.854848087886104
26.200000000000003,49.86040628132834
26.3,49.86441965370583
26.400000000000002,49.86639178363745
26.5,49.86080261457372
26.6,49.86456525409031
26.700000000000003,49.8611369453519
26.8,49.868394334680545
26.900000000000002,49.8614260580768
27.0,49.86129320192876
27.1,49.86194258620137
27.200000000000003,49.8546849999665
27.3,49.86574340482981
27.400000000000002,49.87517712840921
27.5,49.87301974019751
27.6,49.878284968489915
27.700000000000003,49.881165600065486
27.8,49.86607841528509
27.900000000000002,49.86825041130633
28.0,49.86854109477079
28.1,49.869697693417784
28.200000000000003,49.863887955431736
28.3,49.86295243337725
28.400000000000002,49.86256811863007
28.5,49.8703838433402
28.6,49.87303848648584
28.700000000000003,49.8736399638722
28.8,49.8834455840403
28.900000000000002,49.88069686854152
29.0,49.87895680236956
29.1,49.868661488289675
29.200000000000003,49.87873281592593
29.3,49.885125146055465
29.400000000000002,49.89120060859226
29.5,49.89575799622798
29.6,49.89694009777282
29.700000000000003,49.898748330919055
29.8,49.89774254972285
29.900000000000002,49.8970322344199
30.0,49.89787289491808
30.1,49.907454507512874
30.200000000000003,49.91125136238616
30.3,49.911344344819675
30.400000000000002,49.908311270792915
30.5,49.90495972351448
30.6,49.91505115496395
30.700000000000003,49.91851602301449
30.8,49.91932874624928
30.900000000000002,49.917655011465115
31.0,49.91141241593759
31.1,49.91145418451308
31.200000000000003,49.91713886179733
31.3,49.915197944007325
31.400000000000002,49.91425849878929
31.5,49.913361000186704
31.6,49.91445176139376
31.700000000000003,49.90532143731432
31.8,49.90438244001596
31.900000000000002,49.89973415470695
32.0,49.905542994128794
32.1,49.90139168709876
32.2,49.90534700914707
32.300000000000004,49.914966898817696
32.4,49.91351048675592
32.5,49.9103334768094
32.6,49.911930402980104
32.7,49.91235857679955
32.800000000000004,49.90683508583152
32.9,49.910066426896634
33.0,49.922609191083005
33.1,49.921447473156
33.2,49.92062297861383
33.300000000000004,49.914750271579344
33.4,49.91709105093157
33.5,49.91002373832866
33.6,49.903832033490914
33.7,49.91199087695452
33.800000000000004,49.90699820421338
33.9,49.9139513586083
34.0,49.92352774983796
34.1,49.925466069833625
34.2,49.92915908790157
34.300000000000004,49.94122679812418
34.4,49.940340293721164
34.5,49.93708055747091
34.6,49.92927576829485
34.7,49.92987963193546
34.800000000000004,49.93910509904129
34.9,49.94516714583449
35.0,49.93978876265681
35.1,49.93495756654053
35.2,49.93225775133178
35.300000000000004,49.93435007107009
35.4,49.93344645215212
35.5,49.93506594356402
35.6,49.93717105011447
35.7,49.93569255334383
35.800000000000004,49.935773046927494
35.9,49.93733373595615
36.0,49.93714324905517
36.1,49.94047865799986
36.2,49.95200151934983
36.300000000000004,49.95579334546171
36.4,49.95634924201285
36.5,49.94645078406261
36.6,49.949046272658386
36.7,49.9376209708245
36.800000000000004,49.92947866145344
36.9,49.93495910366098
37.0,49.93952171850349
37.1,49.938924475920885
37.2,49.92896978690437
37.300000000000004,49.9270968468685
37.4,49.92338893272486
37.5,49.92759303253802
37.6,49.941501450569895
37.7,49.943095526244775
37.800000000000004,49.93870418184535
37.9,49.93198735175431
38.0,49.93199084931093
38.1,49.93127013590329
38.2,49.924704670266614
38.300000000000004,49.92577927832943
38.400000000000006,49.91924490080992
38.5,49.92632131993624
38.6,49.93306561697129
38.7,49.939908796478214
38.800000000000004,49.93736494967217
38.900000000000006,49.94076524830372
39.0,49.940269005030885
39.1,49.93823478763731
39.2,49.93650873975628
